Pop1,Latitude,Longitude,Pop2,Latitude,Longitude,Distance,Fst,
SE-Karl,59.4013320,13.5125290,FR-Somme,50.0833000,1.5667000,1042.833328,0.168607,
FR-Somme,50.0833000,1.5667000,IT-Aspr,38.1666700,16.0000000,1285.885548,0.168499,
IT-Aspr,38.1666700,16.0000000,FR-Somme,50.0833000,1.5667000,1285.885548,0.168499,
BE-Namur,50.6474000,4.8720000,DK-Ribe,55.2850000,8.6856000,413.1652857,0.168475,
DK-Ribe,55.2850000,8.6856000,BE-Namur,50.6474000,4.8720000,413.1652857,0.168475,
EN-Kent,51.1269000,1.2578000,NO-Rog,58.9833000,5.5667000,618.2812459,0.168238,
IT-Aspr,38.1666700,16.0000000,EN-Kent,51.1269000,1.2578000,1348.108447,0.168238,
DE-Grobenhaim,51.2833330,13.5500000,IE-Down,54.3277000,-5.7158000,1347.710004,0.167979,
IE-Down,54.3277000,-5.7158000,DE-Grobenhaim,51.2833330,13.5500000,1347.710004,0.167979,
NO-Rog,58.9833000,5.5667000,SE-Karl,59.4013320,13.5125290,549.8584002,0.167599,
SE-Karl,59.4013320,13.5125290,NO-Rog,58.9833000,5.5667000,549.8584002,0.167599,
EN-Worcestershire,52.3748000,-1.9588000,ES-Avi,40.1371230,-5.2501880,874.0418967,0.167144,
ES-Avi,40.1371230,-5.2501880,EN-Worcestershire,52.3748000,-1.9588000,874.0418967,0.167144,
BE-Namur,50.6474000,4.8720000,PT-Port,41.3194460,-8.7355600,1139.061678,0.166637,
PT-Port,41.3194460,-8.7355600,BE-Namur,50.6474000,4.8720000,1139.061678,0.166637,
IE-Down,54.3277000,-5.7158000,SC-Inv,57.4574000,-4.2351000,238.530534,0.166426,
SC-Inv,57.4574000,-4.2351000,IE-Down,54.3277000,-5.7158000,238.530534,0.166426,
BE-Ardennes,50.2500000,5.6666700,IE-Down,54.3277000,-5.7158000,835.418075,0.166354,
IE-Down,54.3277000,-5.7158000,BE-Ardennes,50.2500000,5.6666700,835.418075,0.166354,
BE-Dalhem,50.7167000,5.7500000,SC-Edim,55.9575000,-3.2581000,719.9929202,0.166091,
SC-Edim,55.9575000,-3.2581000,BE-Dalhem,50.7167000,5.7500000,719.9929202,0.166091,
DE-Grobenhaim,51.2833330,13.5500000,IS-Rey,64.1000000,-21.8000000,2592.917835,0.165711,
IS-Rey,64.1000000,-21.8000000,DE-Grobenhaim,51.2833330,13.5500000,2592.917835,0.165711,
EN-Kent,51.1269000,1.2578000,IE,53.4129000,-8.2439000,675.2700063,0.165579,
IE-Down,54.3277000,-5.7158000,EN-Kent,51.1269000,1.2578000,530.1452548,0.165579,
ES-Cuen,40.0202690,-1.8215450,FR-Somme,50.0833000,1.5667000,733.7013824,0.165474,
FR-Somme,50.0833000,1.5667000,ES-Cuen,40.0202690,-1.8215450,733.7013824,0.165474,
DK,56.2639000,9.5018000,NO-Vest,59.4656000,10.0877000,221.7640587,0.16543,
NO-Vest,59.4656000,10.0877000,DK,56.2639000,9.5018000,221.7640587,0.16543,
FR-Haute,45.7959000,1.1346000,Sl-Sko,45.5710000,13.7924000,874.8916142,0.165404,
Sl-Sko,45.5710000,13.7924000,FR-Haute,45.7959000,1.1346000,874.8916142,0.165404,
EN-Cumbria,54.2030000,-2.9520000,SE-Ska,56.0000000,14.1000000,1184.846405,0.165276,
SE-Ska,56.0000000,14.1000000,EN-Cumbria,54.2030000,-2.9520000,1184.846405,0.165276,
DE-Nordfriesland,54.4858000,9.0524000,ES-Avi,40.1371230,-5.2501880,1397.875977,0.165202,
ES-Avi,40.1371230,-5.2501880,DE-Nordfriesland,54.4858000,9.0524000,1397.875977,0.165202,
FR-Somme,50.0833000,1.5667000,IT-Abruz,42.4576000,13.9275000,1000.632797,0.164996,
IT-Abruz,42.4576000,13.9275000,FR-Somme,50.0833000,1.5667000,1000.632797,0.164996,
DE-Grobenhaim,51.2833330,13.5500000,ES-Sal,40.9777810,-5.9651370,1522.796071,0.164987,
ES-Sal,40.9777810,-5.9651370,DE-Grobenhaim,51.2833330,13.5500000,1522.796071,0.164987,
BE-Dalhem,50.7167000,5.7500000,ES-Avi,40.1371230,-5.2501880,1053.94996,0.164946,
ES-Avi,40.1371230,-5.2501880,BE-Dalhem,50.7167000,5.7500000,1053.94996,0.164946,
EN-Kent,51.1269000,1.2578000,IT-Aspr,38.1666700,16.0000000,1348.108447,0.164906,
IT-Abruz,42.4576000,13.9275000,EN-Kent,51.1269000,1.2578000,1057.254751,0.164906,
EN-Cumbria,54.2030000,-2.9520000,FR-Cap,43.1597180,6.6210730,1009.044068,0.16481,
FR-Cap,43.1597180,6.6210730,EN-Cumbria,54.2030000,-2.9520000,1009.044068,0.16481,
EN-Cornwall,50.4617000,-4.7347000,PT-Port,41.3194460,-8.7355600,685.5326276,0.164453,
PT-Port,41.3194460,-8.7355600,EN-Cornwall,50.4617000,-4.7347000,685.5326276,0.164453,
EN-Cumbria,54.2030000,-2.9520000,FR-Bany,42.4822000,3.1275000,912.143473,0.164311,
FR-Bany,42.4822000,3.1275000,EN-Cumbria,54.2030000,-2.9520000,912.143473,0.164311,
ES-Cat,41.7856000,2.3912000,RS,44.7317030,20.4075950,1260.827145,0.16421,
RS,44.7317030,20.4075950,ES-Cat,41.7856000,2.3912000,1260.827145,0.16421,
EN-Cornwall,50.4617000,-4.7347000,IT-Aspr,38.1666700,16.0000000,1661.394692,0.16406,
IT-Aspr,38.1666700,16.0000000,EN-Cornwall,50.4617000,-4.7347000,1661.394692,0.16406,
EN-Cumbria,54.2030000,-2.9520000,ES-Ast,43.1700000,-6.5000000,798.3318718,0.164048,
ES-Ast,43.1700000,-6.5000000,EN-Cumbria,54.2030000,-2.9520000,798.3318718,0.164048,
FR-Bany,42.4822000,3.1275000,SC-Inv,57.4574000,-4.2351000,1152.540603,0.163881,
SC-Inv,57.4574000,-4.2351000,FR-Bany,42.4822000,3.1275000,1152.540603,0.163881,
SC-Inv,57.4574000,-4.2351000,SE-Ska,56.0000000,14.1000000,1271.036313,0.163685,
SE-Ska,56.0000000,14.1000000,SC-Inv,57.4574000,-4.2351000,1271.036313,0.163685,
FR-Haute,45.7959000,1.1346000,WL-Angl,53.2143000,-4.3661000,637.9099894,0.163542,
WL-Angl,53.2143000,-4.3661000,FR-Haute,45.7959000,1.1346000,637.9099894,0.163542,
ES-Ast,43.1700000,-6.5000000,SC-Inv,57.4574000,-4.2351000,995.3413619,0.163366,
SC-Inv,57.4574000,-4.2351000,ES-Ast,43.1700000,-6.5000000,995.3413619,0.163366,
BE-Dalhem,50.7167000,5.7500000,NO-Rog,58.9833000,5.5667000,568.6414452,0.163104,
NO-Rog,58.9833000,5.5667000,BE-Dalhem,50.7167000,5.7500000,568.6414452,0.163104,
DE-Nordfriesland,54.4858000,9.0524000,PT-Port,41.3194460,-8.7355600,1527.222012,0.163095,
PT-Port,41.3194460,-8.7355600,DE-Nordfriesland,54.4858000,9.0524000,1527.222012,0.163095,
FR-Haute,45.7959000,1.1346000,IE,53.4129000,-8.2439000,833.9516469,0.162917,
IE,53.4129000,-8.2439000,FR-Haute,45.7959000,1.1346000,833.9516469,0.162917,
DK-Ribe,55.2850000,8.6856000,EN-Cumbria,54.2030000,-2.9520000,807.700356,0.162761,
EN-Cumbria,54.2030000,-2.9520000,DK-Ribe,55.2850000,8.6856000,807.700356,0.162761,
BE-Dalhem,50.7167000,5.7500000,EN-Suffolk,52.3362000,0.5246000,378.0023337,0.162623,
EN-Suffolk,52.3362000,0.5246000,BE-Dalhem,50.7167000,5.7500000,378.0023337,0.162623,
BE-Ardennes,50.2500000,5.6666700,FR-Port,43.0036000,6.3944000,500.5394297,0.162585,
FR-Port,43.0036000,6.3944000,BE-Ardennes,50.2500000,5.6666700,500.5394297,0.162585,
BE-Dalhem,50.7167000,5.7500000,DK-Ribe,55.2850000,8.6856000,373.1375866,0.162462,
DK-Ribe,55.2850000,8.6856000,BE-Dalhem,50.7167000,5.7500000,373.1375866,0.162462,
NO-Vest,59.4656000,10.0877000,TN,36.7736000,8.6848000,1549.924985,0.162359,
TN,36.7736000,8.6848000,NO-Vest,59.4656000,10.0877000,1549.924985,0.162359,
FR-Cap,43.1597180,6.6210730,SC-Inv,57.4574000,-4.2351000,1239.28758,0.162201,
SC-Inv,57.4574000,-4.2351000,FR-Cap,43.1597180,6.6210730,1239.28758,0.162201,
BE-Ardennes,50.2500000,5.6666700,PL-Bory,53.7994342,17.5422478,855.0129379,0.162168,
EN-Cumbria,54.2030000,-2.9520000,IE,53.4129000,-8.2439000,369.7255442,0.162089,
IE,53.4129000,-8.2439000,EN-Cumbria,54.2030000,-2.9520000,369.7255442,0.162089,
EN-Cornwall,50.4617000,-4.7347000,IE-Down,54.3277000,-5.7158000,274.5612854,0.161795,
IE-Down,54.3277000,-5.7158000,EN-Cornwall,50.4617000,-4.7347000,274.5612854,0.161795,
DK,56.2639000,9.5018000,FR-Somme,50.0833000,1.5667000,693.6599932,0.161695,
FR-Somme,50.0833000,1.5667000,DK,56.2639000,9.5018000,693.6599932,0.161695,
EN-Kent,51.1269000,1.2578000,IT-Cal,38.1144388,15.6500000,1332.646342,0.161516,
IS-Rey,64.1000000,-21.8000000,EN-Kent,51.1269000,1.2578000,1818.164607,0.161516,
BE-Dalhem,50.7167000,5.7500000,PT-Port,41.3194460,-8.7355600,1192.205862,0.161444,
PT-Port,41.3194460,-8.7355600,BE-Dalhem,50.7167000,5.7500000,1192.205862,0.161444,
EN-Suffolk,52.3362000,0.5246000,IE,53.4129000,-8.2439000,610.4961576,0.161266,
IE,53.4129000,-8.2439000,EN-Suffolk,52.3362000,0.5246000,610.4961576,0.161266,
ES-Cat,41.7856000,2.3912000,IS-Horn,64.3858000,-15.2892000,1970.08231,0.161246,
IS-Horn,64.3858000,-15.2892000,ES-Cat,41.7856000,2.3912000,1970.08231,0.161246,
BE-Ardennes,50.2500000,5.6666700,IS-Rey,64.1000000,-21.8000000,2117.240972,0.161107,
IS-Rey,64.1000000,-21.8000000,BE-Ardennes,50.2500000,5.6666700,2117.240972,0.161107,
IT-Aspr,38.1666700,16.0000000,PT-Port,41.3194460,-8.7355600,1722.985391,0.161102,
PT-Port,41.3194460,-8.7355600,IT-Aspr,38.1666700,16.0000000,1722.985391,0.161102,
FR-Haute,45.7959000,1.1346000,SE-Karl,59.4013320,13.5125290,1264.044094,0.16061,
SE-Karl,59.4013320,13.5125290,FR-Haute,45.7959000,1.1346000,1264.044094,0.16061,
EN-Cornwall,50.4617000,-4.7347000,IT-Abruz,42.4576000,13.9275000,1401.644875,0.160582,
IT-Abruz,42.4576000,13.9275000,EN-Cornwall,50.4617000,-4.7347000,1401.644875,0.160582,
DE-Grobenhaim,51.2833330,13.5500000,ES-Avi,40.1371230,-5.2501880,1507.607263,0.16052,
ES-Avi,40.1371230,-5.2501880,DE-Grobenhaim,51.2833330,13.5500000,1507.607263,0.16052,
EN-Worcestershire,52.3748000,-1.9588000,IE-Down,54.3277000,-5.7158000,292.4702125,0.160517,
IE-Down,54.3277000,-5.7158000,EN-Worcestershire,52.3748000,-1.9588000,292.4702125,0.160517,
EN-Cumbria,54.2030000,-2.9520000,FR-Cotes,48.5452000,-3.3963000,391.6040562,0.160504,
FR-Cotes,48.5452000,-3.3963000,EN-Cumbria,54.2030000,-2.9520000,391.6040562,0.160504,
ES-Cuen,40.0202690,-1.8215450,NO-Vest,59.4656000,10.0877000,1570.729263,0.160468,
NO-Vest,59.4656000,10.0877000,ES-Cuen,40.0202690,-1.8215450,1570.729263,0.160468,
EN-Cumbria,54.2030000,-2.9520000,ES-Can,43.3101810,-4.0745710,755.3452662,0.160441,
ES-Can,43.3101810,-4.0745710,EN-Cumbria,54.2030000,-2.9520000,755.3452662,0.160441,
EN-Worcestershire,52.3748000,-1.9588000,PT-Port,41.3194460,-8.7355600,892.9010441,0.160346,
PT-Port,41.3194460,-8.7355600,EN-Worcestershire,52.3748000,-1.9588000,892.9010441,0.160346,
DE-Grobenhaim,51.2833330,13.5500000,SE-Nass,57.6520910,14.6974190,434.1100978,0.160321,
SE-Nass,57.6520910,14.6974190,DE-Grobenhaim,51.2833330,13.5500000,434.1100978,0.160321,
FR-Mont,43.5986100,3.8969400,RS,44.7317030,20.4075950,1143.564722,0.160264,
RS,44.7317030,20.4075950,FR-Mont,43.5986100,3.8969400,1143.564722,0.160264,
ES-Ast,43.1700000,-6.5000000,Sl-Sko,45.5710000,13.7924000,1412.008966,0.160186,
Sl-Sko,45.5710000,13.7924000,ES-Ast,43.1700000,-6.5000000,1412.008966,0.160186,
DK-Ribe,55.2850000,8.6856000,ES-Ast,43.1700000,-6.5000000,1340.876284,0.159986,
ES-Ast,43.1700000,-6.5000000,DK-Ribe,55.2850000,8.6856000,1340.876284,0.159986,
ES-Can,43.3101810,-4.0745710,SC-Inv,57.4574000,-4.2351000,975.1676082,0.159769,
SC-Inv,57.4574000,-4.2351000,ES-Can,43.3101810,-4.0745710,975.1676082,0.159769,
FR-Bany,42.4822000,3.1275000,SC-Edim,55.9575000,-3.2581000,1030.08438,0.159585,
SC-Edim,55.9575000,-3.2581000,FR-Bany,42.4822000,3.1275000,1030.08438,0.159585,
EN-Worcestershire,52.3748000,-1.9588000,IT-Aspr,38.1666700,16.0000000,1575.378222,0.159434,
IT-Aspr,38.1666700,16.0000000,EN-Worcestershire,52.3748000,-1.9588000,1575.378222,0.159434,
EN-Cumbria,54.2030000,-2.9520000,FR-Clerm,46.0811000,3.0321000,696.9807112,0.159426,
FR-Clerm,46.0811000,3.0321000,EN-Cumbria,54.2030000,-2.9520000,696.9807112,0.159426,
FR-Cotes,48.5452000,-3.3963000,TN,36.7736000,8.6848000,1164.038081,0.159393,
TN,36.7736000,8.6848000,FR-Cotes,48.5452000,-3.3963000,1164.038081,0.159393,
DK-Ribe,55.2850000,8.6856000,SC-Inv,57.4574000,-4.2351000,905.3862631,0.159317,
SC-Inv,57.4574000,-4.2351000,DK-Ribe,55.2850000,8.6856000,905.3862631,0.159317,
IT-Abruz,42.4576000,13.9275000,PT-Port,41.3194460,-8.7355600,1568.144814,0.159114,
PT-Port,41.3194460,-8.7355600,IT-Abruz,42.4576000,13.9275000,1568.144814,0.159114,
ES-Ast,43.1700000,-6.5000000,SC-Edim,55.9575000,-3.2581000,908.4442036,0.159111,
SC-Edim,55.9575000,-3.2581000,ES-Ast,43.1700000,-6.5000000,908.4442036,0.159111,
SC-Edim,55.9575000,-3.2581000,SE-Ska,56.0000000,14.1000000,1199.588779,0.159095,
SE-Ska,56.0000000,14.1000000,SC-Edim,55.9575000,-3.2581000,1199.588779,0.159095,
FR-Cotes,48.5452000,-3.3963000,IT-Aspr,38.1666700,16.0000000,1516.560785,0.159077,
IT-Aspr,38.1666700,16.0000000,FR-Cotes,48.5452000,-3.3963000,1516.560785,0.159077,
FR-Cotes,48.5452000,-3.3963000,SC-Inv,57.4574000,-4.2351000,617.2595231,0.159055,
SC-Inv,57.4574000,-4.2351000,FR-Cotes,48.5452000,-3.3963000,617.2595231,0.159055,
DE-Grobenhaim,51.2833330,13.5500000,Sl-Sko,45.5710000,13.7924000,383.9403015,0.158963,
Sl-Sko,45.5710000,13.7924000,DE-Grobenhaim,51.2833330,13.5500000,383.9403015,0.158963,
IT-Aspr,38.1666700,16.0000000,SE-Ska,56.0000000,14.1000000,1196.985052,0.158851,
SE-Ska,56.0000000,14.1000000,IT-Aspr,38.1666700,16.0000000,1196.985052,0.158851,
BE-Namur,50.6474000,4.8720000,EN-Kent,51.1269000,1.2578000,251.9521196,0.158765,
DE-Grobenhaim,51.2833330,13.5500000,SE-Halm,56.6732080,12.8572190,365.7745165,0.15876,
SE-Halm,56.6732080,12.8572190,DE-Grobenhaim,51.2833330,13.5500000,365.7745165,0.15876,
DK,56.2639000,9.5018000,FR-Haute,45.7959000,1.1346000,923.1734488,0.158048,
FR-Haute,45.7959000,1.1346000,DK,56.2639000,9.5018000,923.1734488,0.158048,
FR-Clerm,46.0811000,3.0321000,IT-Aspr,38.1666700,16.0000000,1045.35567,0.15796,
IT-Aspr,38.1666700,16.0000000,FR-Clerm,46.0811000,3.0321000,1045.35567,0.15796,
FR-Clerm,46.0811000,3.0321000,SC-Inv,57.4574000,-4.2351000,932.4328636,0.157868,
SC-Inv,57.4574000,-4.2351000,FR-Clerm,46.0811000,3.0321000,932.4328636,0.157868,
DK-Ribe,55.2850000,8.6856000,FR-Bany,42.4822000,3.1275000,959.9057495,0.157739,
FR-Bany,42.4822000,3.1275000,DK-Ribe,55.2850000,8.6856000,959.9057495,0.157739,
FR-Cap,43.1597180,6.6210730,SC-Edim,55.9575000,-3.2581000,1116.117483,0.157727,
SC-Edim,55.9575000,-3.2581000,FR-Cap,43.1597180,6.6210730,1116.117483,0.157727,
EN-Cornwall,50.4617000,-4.7347000,IS-Rey,64.1000000,-21.8000000,1491.617857,0.157723,
IS-Rey,64.1000000,-21.8000000,EN-Cornwall,50.4617000,-4.7347000,1491.617857,0.157723,
SC-Inv,56.1689810,15.6419430,WL-Angl,53.2143000,-4.3661000,1397.414593,0.157479,
WL-Angl,53.2143000,-4.3661000,SC-Inv,57.4574000,-4.2351000,292.5465944,0.157479,
EN-Cumbria,54.2030000,-2.9520000,WL-Angl,53.2143000,-4.3661000,119.1623795,0.157401,
WL-Angl,53.2143000,-4.3661000,EN-Cumbria,54.2030000,-2.9520000,119.1623795,0.157401,
ES-Ast,43.1700000,-6.5000000,NO-Rog,58.9833000,5.5667000,1373.014165,0.157273,
NO-Rog,58.9833000,5.5667000,ES-Ast,43.1700000,-6.5000000,1373.014165,0.157273,
IT-Aspr,38.1666700,16.0000000,NO-Vest,59.4656000,10.0877000,1489.90188,0.156992,
NO-Vest,59.4656000,10.0877000,IT-Aspr,38.1666700,16.0000000,1489.90188,0.156992,
PT-Cast,39.7010980,-7.3040680,TN,36.7736000,8.6848000,1123.207899,0.156919,
TN,36.7736000,8.6848000,PT-Cast,39.7010980,-7.3040680,1123.207899,0.156919,
EN-Worcestershire,52.3748000,-1.9588000,IT-Abruz,42.4576000,13.9275000,1291.061797,0.156913,
IT-Abruz,42.4576000,13.9275000,EN-Worcestershire,52.3748000,-1.9588000,1291.061797,0.156913,
FR-Somme,50.0833000,1.5667000,PT-Cast,39.7010980,-7.3040680,942.4918416,0.156707,
PT-Cast,39.7010980,-7.3040680,FR-Somme,50.0833000,1.5667000,942.4918416,0.156707,
DK-Ribe,55.2850000,8.6856000,FR-Cap,43.1597180,6.6210730,842.5831865,0.156451,
FR-Cap,43.1597180,6.6210730,DK-Ribe,55.2850000,8.6856000,842.5831865,0.156451,
IE,53.4129000,-8.2439000,SC-Edim,55.9575000,-3.2581000,386.4125006,0.156357,
SC-Edim,55.9575000,-3.2581000,IE,53.4129000,-8.2439000,386.4125006,0.156357,
BE-Dalhem,50.7167000,5.7500000,EN-Kent,51.1269000,1.2578000,311.7335115,0.156223,
DK-Ribe,55.2850000,8.6856000,SC-Edim,55.9575000,-3.2581000,826.7060607,0.156005,
SC-Edim,55.9575000,-3.2581000,DK-Ribe,55.2850000,8.6856000,826.7060607,0.156005,
FR-Bany,42.4822000,3.1275000,NO-Rog,58.9833000,5.5667000,1149.396883,0.155966,
NO-Rog,58.9833000,5.5667000,FR-Bany,42.4822000,3.1275000,1149.396883,0.155966,
ES-Can,43.3101810,-4.0745710,SC-Edim,55.9575000,-3.2581000,874.051719,0.155902,
SC-Edim,55.9575000,-3.2581000,ES-Can,43.3101810,-4.0745710,874.051719,0.155902,
FR-Cotes,48.5452000,-3.3963000,SC-Edim,55.9575000,-3.2581000,511.47433,0.155868,
SC-Edim,55.9575000,-3.2581000,FR-Cotes,48.5452000,-3.3963000,511.47433,0.155868,
EN-Worcestershire,52.3748000,-1.9588000,IS-Rey,64.1000000,-21.8000000,1581.673215,0.155772,
IS-Rey,64.1000000,-21.8000000,EN-Worcestershire,52.3748000,-1.9588000,1581.673215,0.155772,
EN-Suffolk,52.3362000,0.5246000,FR-Bany,42.4822000,3.1275000,703.9561888,0.155745,
FR-Bany,42.4822000,3.1275000,EN-Suffolk,52.3362000,0.5246000,703.9561888,0.155745,
FR-Mont,43.5986100,3.8969400,IS-Horn,64.3858000,-15.2892000,1944.599435,0.155716,
IS-Horn,64.3858000,-15.2892000,FR-Mont,43.5986100,3.8969400,1944.599435,0.155716,
FR-Clerm,46.0811000,3.0321000,TN,36.7736000,8.6848000,749.4526079,0.155563,
TN,36.7736000,8.6848000,FR-Clerm,46.0811000,3.0321000,749.4526079,0.155563,
ES-Can,43.3101810,-4.0745710,Sl-Sko,45.5710000,13.7924000,1244.447028,0.155559,
Sl-Sko,45.5710000,13.7924000,ES-Can,43.3101810,-4.0745710,1244.447028,0.155559,
FR-Cap,43.1597180,6.6210730,TN,36.7736000,8.6848000,460.0383211,0.155474,
TN,36.7736000,8.6848000,FR-Cap,43.1597180,6.6210730,460.0383211,0.155474,
DE-Grobenhaim,51.2833330,13.5500000,PT-Port,41.3194460,-8.7355600,1685.004635,0.155247,
PT-Port,41.3194460,-8.7355600,DE-Grobenhaim,51.2833330,13.5500000,1685.004635,0.155247,
EN-Suffolk,52.3362000,0.5246000,SE-Ska,56.0000000,14.1000000,971.0424786,0.155122,
SE-Ska,56.0000000,14.1000000,EN-Suffolk,52.3362000,0.5246000,971.0424786,0.155122,
BE-Namur,50.6474000,4.8720000,EN-Worcestershire,52.3748000,-1.9588000,486.8971733,0.155051,
EN-Kent,51.1269000,1.2578000,BE-Namur,50.6474000,4.8720000,251.9521196,0.155051,
EN-Worcestershire,52.3748000,-1.9588000,BE-Namur,50.6474000,4.8720000,486.8971733,0.155051,
BE-Ardennes,50.2500000,5.6666700,SE-Nass,57.6520910,14.6974190,801.5056529,0.155036,
SE-Nass,57.6520910,14.6974190,BE-Ardennes,50.2500000,5.6666700,801.5056529,0.155036,
IT-Abruz,42.4576000,13.9275000,SE-Ska,56.0000000,14.1000000,907.9884621,0.155032,
SE-Ska,56.0000000,14.1000000,IT-Abruz,42.4576000,13.9275000,907.9884621,0.155032,
EN-Suffolk,52.3362000,0.5246000,FR-Cap,43.1597180,6.6210730,760.0853057,0.15502,
FR-Cap,43.1597180,6.6210730,EN-Suffolk,52.3362000,0.5246000,760.0853057,0.15502,
DE-Grobenhaim,51.2833330,13.5500000,WL-Angl,53.2143000,-4.3661000,1245.213115,0.154986,
WL-Angl,53.2143000,-4.3661000,DE-Grobenhaim,51.2833330,13.5500000,1245.213115,0.154986,
BE-Namur,50.6474000,4.8720000,EN-Cornwall,50.4617000,-4.7347000,664.0244807,0.154933,
EN-Cornwall,50.4617000,-4.7347000,BE-Namur,50.6474000,4.8720000,664.0244807,0.154933,
FR-Cap,43.1597180,6.6210730,NO-Rog,58.9833000,5.5667000,1089.742035,0.154894,
NO-Rog,58.9833000,5.5667000,FR-Cap,43.1597180,6.6210730,1089.742035,0.154894,
ES-Cuen,40.0202690,-1.8215450,FR-Cap,43.1597180,6.6210730,622.3518876,0.154877,
FR-Cap,43.1597180,6.6210730,ES-Cuen,40.0202690,-1.8215450,622.3518876,0.154877,
EN-Suffolk,52.3362000,0.5246000,ES-Ast,43.1700000,-6.5000000,797.0821295,0.154823,
ES-Ast,43.1700000,-6.5000000,EN-Suffolk,52.3362000,0.5246000,797.0821295,0.154823,
DK-Ribe,55.2850000,8.6856000,ES-Can,43.3101810,-4.0745710,1207.692024,0.154751,
ES-Can,43.3101810,-4.0745710,DK-Ribe,55.2850000,8.6856000,1207.692024,0.154751,
FR-Cotes,48.5452000,-3.3963000,IT-Abruz,42.4576000,13.9275000,1267.851807,0.154588,
IT-Abruz,42.4576000,13.9275000,FR-Cotes,48.5452000,-3.3963000,1267.851807,0.154588,
ES-Sal,40.9777810,-5.9651370,TN,36.7736000,8.6848000,1053.052548,0.154507,
TN,36.7736000,8.6848000,ES-Sal,40.9777810,-5.9651370,1053.052548,0.154507,
DK-Ribe,55.2850000,8.6856000,SE-Ska,56.0000000,14.1000000,377.2985227,0.154322,
SE-Ska,56.0000000,14.1000000,DK-Ribe,55.2850000,8.6856000,377.2985227,0.154322,
DE-Nordfriesland,54.4858000,9.0524000,EN-Cumbria,54.2030000,-2.9520000,829.8299045,0.154217,
EN-Cumbria,54.2030000,-2.9520000,DE-Nordfriesland,54.4858000,9.0524000,829.8299045,0.154217,
NO-Vest,59.4656000,10.0877000,SE-Halm,56.6732080,12.8572190,269.0562385,0.153967,
SE-Halm,56.6732080,12.8572190,NO-Vest,59.4656000,10.0877000,269.0562385,0.153967,
BE-Ardennes,50.2500000,5.6666700,SE-Halm,56.6732080,12.8572190,662.266039,0.153931,
SE-Halm,56.6732080,12.8572190,BE-Ardennes,50.2500000,5.6666700,662.266039,0.153931,
FR-Clerm,46.0811000,3.0321000,IT-Abruz,42.4576000,13.9275000,792.5242758,0.153833,
IT-Abruz,42.4576000,13.9275000,FR-Clerm,46.0811000,3.0321000,792.5242758,0.153833,
EN-Cumbria,54.2030000,-2.9520000,FR-Somme,50.0833000,1.5667000,422.5172878,0.153815,
FR-Somme,50.0833000,1.5667000,EN-Cumbria,54.2030000,-2.9520000,422.5172878,0.153815,
IT-Abruz,42.4576000,13.9275000,NO-Vest,59.4656000,10.0877000,1179.482115,0.153764,
NO-Vest,59.4656000,10.0877000,IT-Abruz,42.4576000,13.9275000,1179.482115,0.153764,
BE-Namur,50.6474000,4.8720000,DE-Nordfriesland,54.4858000,9.0524000,390.8475184,0.153451,
DE-Nordfriesland,54.4858000,9.0524000,BE-Namur,50.6474000,4.8720000,390.8475184,0.153451,
BE-Ardennes,50.2500000,5.6666700,DK,56.2639000,9.5018000,489.7938537,0.153409,
DK,56.2639000,9.5018000,BE-Ardennes,50.2500000,5.6666700,489.7938537,0.153409,
FR-Clerm,46.0811000,3.0321000,SC-Edim,55.9575000,-3.2581000,808.9233933,0.153299,
SC-Edim,55.9575000,-3.2581000,FR-Clerm,46.0811000,3.0321000,808.9233933,0.153299,
DE-Grobenhaim,51.2833330,13.5500000,SE-Karl,59.4013320,13.5125290,545.4280089,0.152966,
SE-Karl,59.4013320,13.5125290,DE-Grobenhaim,51.2833330,13.5500000,545.4280089,0.152966,
BE-Namur,50.6474000,4.8720000,BE-Dalhem,50.7167000,5.7500000,60.86400081,0.152881,
BE-Dalhem,50.7167000,5.7500000,BE-Namur,50.6474000,4.8720000,60.86400081,0.152881,
DK-Ribe,55.2850000,8.6856000,EN-Suffolk,52.3362000,0.5246000,599.3962415,0.152823,
EN-Suffolk,52.3362000,0.5246000,DK-Ribe,55.2850000,8.6856000,599.3962415,0.152823,
FR-Somme,50.0833000,1.5667000,SC-Inv,57.4574000,-4.2351000,648.1520728,0.152772,
SC-Inv,57.4574000,-4.2351000,FR-Somme,50.0833000,1.5667000,648.1520728,0.152772,
SC-Edim,55.9575000,-3.2581000,WL-Angl,53.2143000,-4.3661000,204.0656252,0.152629,
WL-Angl,53.2143000,-4.3661000,SC-Edim,55.9575000,-3.2581000,204.0656252,0.152629,
BE-Ardennes,50.2500000,5.6666700,WL-Angl,53.2143000,-4.3661000,722.8982545,0.152588,
WL-Angl,53.2143000,-4.3661000,BE-Ardennes,50.2500000,5.6666700,722.8982545,0.152588,
EN-Kent,51.1269000,1.2578000,ES-Avi,40.1371230,-5.2501880,881.912021,0.152544,
ES-Ast,43.1700000,-6.5000000,EN-Kent,51.1269000,1.2578000,767.2738888,0.152544,
NO-Vest,59.4656000,10.0877000,PT-Cast,39.7010980,-7.3040680,1815.140698,0.152037,
PT-Cast,39.7010980,-7.3040680,NO-Vest,59.4656000,10.0877000,1815.140698,0.152037,
ES-Sal,40.9777810,-5.9651370,FR-Somme,50.0833000,1.5667000,815.9347491,0.151814,
