Pop1,Latitude,Longitude,Pop2,Latitude,Longitude,Distance,Fst,
ES-Sal,40.9777810,-5.9651370,IS-Rey,64.1000000,-21.8000000,1893.091299,0.239395,
IS-Rey,64.1000000,-21.8000000,ES-Sal,40.9777810,-5.9651370,1893.091299,0.239395,
DK,56.2639000,9.5018000,PT-Cast,39.7010980,-7.3040680,1627.621355,0.238732,
PT-Cast,39.7010980,-7.3040680,DK,56.2639000,9.5018000,1627.621355,0.238732,
IS-Rey,64.1000000,-21.8000000,TN,36.7736000,8.6848000,2805.381764,0.23801,
TN,36.7736000,8.6848000,IS-Rey,64.1000000,-21.8000000,2805.381764,0.23801,
IS-Horn,64.3858000,-15.2892000,PT-Port,41.3194460,-8.7355600,1622.239133,0.23711,
PT-Port,41.3194460,-8.7355600,IS-Horn,64.3858000,-15.2892000,1622.239133,0.23711,
IT-Aspr,38.1666700,16.0000000,SE-Karl,59.4013320,13.5125290,1428.796714,0.237061,
SE-Karl,59.4013320,13.5125290,IT-Aspr,38.1666700,16.0000000,1428.796714,0.237061,
IT-Cal,38.1144388,15.6500000,TN,36.7736000,8.6848000,489.7886232,0.236732,
TN,36.7736000,8.6848000,IT-Cal,38.1144388,15.6500000,489.7886232,0.236732,
ES-Cuen,40.0202690,-1.8215450,WL-Angl,53.2143000,-4.3661000,927.2315435,0.236358,
WL-Angl,53.2143000,-4.3661000,ES-Cuen,40.0202690,-1.8215450,927.2315435,0.236358,
RS,44.7317030,20.4075950,TN,36.7736000,8.6848000,968.7590957,0.23623,
TN,36.7736000,8.6848000,RS,44.7317030,20.4075950,968.7590957,0.23623,
DK,56.2639000,9.5018000,IE,53.4129000,-8.2439000,1241.970725,0.234875,
IE,53.4129000,-8.2439000,DK,56.2639000,9.5018000,1241.970725,0.234875,
PT-Cast,39.7010980,-7.3040680,SE-Karl,59.4013320,13.5125290,1974.083369,0.234817,
SE-Karl,59.4013320,13.5125290,PT-Cast,39.7010980,-7.3040680,1974.083369,0.234817,
DK,56.2639000,9.5018000,ES-Sal,40.9777810,-5.9651370,1500.207069,0.234642,
ES-Sal,40.9777810,-5.9651370,DK,56.2639000,9.5018000,1500.207069,0.234642,
ES-Avi,40.1371230,-5.2501880,RS,44.7317030,20.4075950,1800.392613,0.234461,
RS,44.7317030,20.4075950,ES-Avi,40.1371230,-5.2501880,1800.392613,0.234461,
IT-Abruz,42.4576000,13.9275000,SE-Karl,59.4013320,13.5125290,1137.66106,0.234246,
SE-Karl,59.4013320,13.5125290,IT-Abruz,42.4576000,13.9275000,1137.66106,0.234246,
PL-Bory,53.7994342,17.5422478,PT-Port,41.3194460,-8.7355600,2006.012446,0.233878,
PT-Port,41.3194460,-8.7355600,PL-Bory,53.7994342,17.5422478,2006.012446,0.233878,
DK,56.2639000,9.5018000,TN,36.7736000,8.6848000,1331.033517,0.233706,
TN,36.7736000,8.6848000,DK,56.2639000,9.5018000,1331.033517,0.233706,
SE-Karl,59.4013320,13.5125290,WL-Angl,53.2143000,-4.3661000,1306.428163,0.233336,
WL-Angl,53.2143000,-4.3661000,SE-Karl,59.4013320,13.5125290,1306.428163,0.233336,
ES-Avi,40.1371230,-5.2501880,IT-Cal,38.1144388,15.6500000,1450.989077,0.232925,
IT-Cal,38.1144388,15.6500000,ES-Avi,40.1371230,-5.2501880,1450.989077,0.232925,
PT-Port,41.3194460,-8.7355600,SE-Nass,57.6520910,14.6974190,1968.524645,0.23252,
SE-Nass,57.6520910,14.6974190,PT-Port,41.3194460,-8.7355600,1968.524645,0.23252,
BE-Dalhem,50.7167000,5.7500000,IS-Horn,64.3858000,-15.2892000,1729.164822,0.232485,
IS-Horn,64.3858000,-15.2892000,BE-Dalhem,50.7167000,5.7500000,1729.164822,0.232485,
IE,53.4129000,-8.2439000,PT-Cast,39.7010980,-7.3040680,941.0791484,0.232356,
PT-Cast,39.7010980,-7.3040680,IE,53.4129000,-8.2439000,941.0791484,0.232356,
ES-Sal,40.9777810,-5.9651370,SE-Karl,59.4013320,13.5125290,1846.640204,0.231014,
SE-Karl,59.4013320,13.5125290,ES-Sal,40.9777810,-5.9651370,1846.640204,0.231014,
SE-Karl,59.4013320,13.5125290,TN,36.7736000,8.6848000,1569.500401,0.230828,
TN,36.7736000,8.6848000,SE-Karl,59.4013320,13.5125290,1569.500401,0.230828,
EN-Cumbria,54.2030000,-2.9520000,SE-Halm,56.6732080,12.8572190,1105.618314,0.230755,
SE-Halm,56.6732080,12.8572190,EN-Cumbria,54.2030000,-2.9520000,1105.618314,0.230755,
EN-Cumbria,54.2030000,-2.9520000,IT-Cal,38.1144388,15.6500000,1691.88266,0.230457,
IT-Cal,38.1144388,15.6500000,EN-Cumbria,54.2030000,-2.9520000,1691.88266,0.230457,
PT-Port,41.3194460,-8.7355600,SE-Halm,56.6732080,12.8572190,1826.954583,0.2304,
SE-Halm,56.6732080,12.8572190,PT-Port,41.3194460,-8.7355600,1826.954583,0.2304,
EN-Cumbria,54.2030000,-2.9520000,SE-Nass,57.6520910,14.6974190,1242.365653,0.229931,
SE-Nass,57.6520910,14.6974190,EN-Cumbria,54.2030000,-2.9520000,1242.365653,0.229931,
EN-Cumbria,54.2030000,-2.9520000,FR-Port,43.0036000,6.3944000,1007.152521,0.229769,
FR-Port,43.0036000,6.3944000,EN-Cumbria,54.2030000,-2.9520000,1007.152521,0.229769,
BE-Dalhem,50.7167000,5.7500000,RS,44.7317030,20.4075950,1089.661022,0.229428,
RS,44.7317030,20.4075950,BE-Dalhem,50.7167000,5.7500000,1089.661022,0.229428,
ES-Sal,40.9777810,-5.9651370,IE,53.4129000,-8.2439000,867.1052509,0.229386,
IE,53.4129000,-8.2439000,ES-Sal,40.9777810,-5.9651370,867.1052509,0.229386,
FR-Somme,50.0833000,1.5667000,RS,44.7317030,20.4075950,1351.236133,0.228927,
RS,44.7317030,20.4075950,FR-Somme,50.0833000,1.5667000,1351.236133,0.228927,
BE-Dalhem,50.7167000,5.7500000,IT-Cal,38.1144388,15.6500000,1094.676958,0.228566,
IT-Cal,38.1144388,15.6500000,BE-Dalhem,50.7167000,5.7500000,1094.676958,0.228566,
EN-Cumbria,54.2030000,-2.9520000,RS,44.7317030,20.4075950,1737.35199,0.228211,
RS,44.7317030,20.4075950,EN-Cumbria,54.2030000,-2.9520000,1737.35199,0.228211,
ES-Avi,40.1371230,-5.2501880,IS-Rey,64.1000000,-21.8000000,1969.051437,0.228181,
IS-Rey,64.1000000,-21.8000000,ES-Avi,40.1371230,-5.2501880,1969.051437,0.228181,
PT-Cast,39.7010980,-7.3040680,WL-Angl,53.2143000,-4.3661000,950.8362397,0.228002,
WL-Angl,53.2143000,-4.3661000,PT-Cast,39.7010980,-7.3040680,950.8362397,0.228002,
IE-Down,54.3277000,-5.7158000,PT-Port,41.3194460,-8.7355600,915.7926036,0.22796,
PT-Port,41.3194460,-8.7355600,IE-Down,54.3277000,-5.7158000,915.7926036,0.22796,
DE-Nordfriesland,54.4858000,9.0524000,RS,44.7317030,20.4075950,1019.351816,0.227824,
RS,44.7317030,20.4075950,DE-Nordfriesland,54.4858000,9.0524000,1019.351816,0.227824,
IE,53.4129000,-8.2439000,IS-Rey,64.1000000,-21.8000000,1176.224173,0.227373,
IS-Rey,64.1000000,-21.8000000,IE,53.4129000,-8.2439000,1176.224173,0.227373,
DK,56.2639000,9.5018000,IT-Aspr,38.1666700,16.0000000,1298.91686,0.227227,
IT-Aspr,38.1666700,16.0000000,DK,56.2639000,9.5018000,1298.91686,0.227227,
FR-Port,43.0036000,6.3944000,PT-Cast,39.7010980,-7.3040680,973.6686881,0.227169,
PT-Cast,39.7010980,-7.3040680,FR-Port,43.0036000,6.3944000,973.6686881,0.227169,
DK-Ribe,55.2850000,8.6856000,IS-Horn,64.3858000,-15.2892000,1770.192163,0.22665,
IS-Horn,64.3858000,-15.2892000,DK-Ribe,55.2850000,8.6856000,1770.192163,0.22665,
IE,53.4129000,-8.2439000,TN,36.7736000,8.6848000,1637.472687,0.226304,
TN,36.7736000,8.6848000,IE,53.4129000,-8.2439000,1637.472687,0.226304,
BE-Namur,50.6474000,4.8720000,FR-Port,43.0036000,6.3944000,536.1028145,0.225579,
FR-Port,43.0036000,6.3944000,BE-Namur,50.6474000,4.8720000,536.1028145,0.225579,
DE-Nordfriesland,54.4858000,9.0524000,IS-Horn,64.3858000,-15.2892000,1813.668831,0.225295,
IS-Horn,64.3858000,-15.2892000,DE-Nordfriesland,54.4858000,9.0524000,1813.668831,0.225295,
FR-Port,43.0036000,6.3944000,IT-Aspr,38.1666700,16.0000000,740.2046198,0.225287,
IT-Aspr,38.1666700,16.0000000,FR-Port,43.0036000,6.3944000,740.2046198,0.225287,
TN,36.7736000,8.6848000,WL-Angl,53.2143000,-4.3661000,1448.076949,0.225147,
WL-Angl,53.2143000,-4.3661000,TN,36.7736000,8.6848000,1448.076949,0.225147,
FR-Port,43.0036000,6.3944000,SC-Inv,57.4574000,-4.2351000,1238.604187,0.224448,
SC-Inv,57.4574000,-4.2351000,FR-Port,43.0036000,6.3944000,1238.604187,0.224448,
IS-Rey,64.1000000,-21.8000000,IT-Aspr,38.1666700,16.0000000,3147.901254,0.224294,
IT-Aspr,38.1666700,16.0000000,IS-Rey,64.1000000,-21.8000000,3147.901254,0.224294,
FR-Port,43.0036000,6.3944000,TN,36.7736000,8.6848000,455.1942966,0.224241,
TN,36.7736000,8.6848000,FR-Port,43.0036000,6.3944000,455.1942966,0.224241,
DE-Nordfriesland,54.4858000,9.0524000,IT-Cal,38.1144388,15.6500000,1194.755741,0.223841,
IT-Cal,38.1144388,15.6500000,DE-Nordfriesland,54.4858000,9.0524000,1194.755741,0.223841,
Sl-Sko,45.5710000,13.7924000,TN,36.7736000,8.6848000,692.7421225,0.223812,
TN,36.7736000,8.6848000,Sl-Sko,45.5710000,13.7924000,692.7421225,0.223812,
BE-Namur,50.6474000,4.8720000,IS-Rey,64.1000000,-21.8000000,2055.894376,0.223765,
IS-Rey,64.1000000,-21.8000000,BE-Namur,50.6474000,4.8720000,2055.894376,0.223765,
SC-Inv,57.4574000,-4.2351000,SE-Nass,57.6520910,14.6974190,1308.458305,0.223613,
SE-Nass,57.6520910,14.6974190,SC-Inv,57.4574000,-4.2351000,1308.458305,0.223613,
ES-Sal,40.9777810,-5.9651370,FR-Port,43.0036000,6.3944000,865.4974814,0.223588,
FR-Port,43.0036000,6.3944000,ES-Sal,40.9777810,-5.9651370,865.4974814,0.223588,
SC-Inv,57.4574000,-4.2351000,SE-Halm,56.6732080,12.8572190,1182.443829,0.22334,
SE-Halm,56.6732080,12.8572190,SC-Inv,57.4574000,-4.2351000,1182.443829,0.22334,
EN-Suffolk,52.3362000,0.5246000,IT-Cal,38.1144388,15.6500000,1426.021307,0.222948,
IT-Cal,38.1144388,15.6500000,EN-Suffolk,52.3362000,0.5246000,1426.021307,0.222948,
IT-Cal,38.1144388,15.6500000,SC-Inv,57.4574000,-4.2351000,1907.665905,0.222924,
SC-Inv,57.4574000,-4.2351000,IT-Cal,38.1144388,15.6500000,1907.665905,0.222924,
DK,56.2639000,9.5018000,IT-Abruz,42.4576000,13.9275000,982.7050695,0.222842,
IT-Abruz,42.4576000,13.9275000,DK,56.2639000,9.5018000,982.7050695,0.222842,
DK,56.2639000,9.5018000,ES-Avi,40.1371230,-5.2501880,1507.585884,0.222806,
ES-Avi,40.1371230,-5.2501880,DK,56.2639000,9.5018000,1507.585884,0.222806,
FR-Port,43.0036000,6.3944000,SC-Edim,55.9575000,-3.2581000,1115.298642,0.222785,
SC-Edim,55.9575000,-3.2581000,FR-Port,43.0036000,6.3944000,1115.298642,0.222785,
DK-Ribe,55.2850000,8.6856000,IT-Cal,38.1144388,15.6500000,1254.920691,0.222171,
IT-Cal,38.1144388,15.6500000,DK-Ribe,55.2850000,8.6856000,1254.920691,0.222171,
ES-Sal,40.9777810,-5.9651370,WL-Angl,53.2143000,-4.3661000,849.3861856,0.222087,
WL-Angl,53.2143000,-4.3661000,ES-Sal,40.9777810,-5.9651370,849.3861856,0.222087,
IT-Cal,38.1144388,15.6500000,NO-Rog,58.9833000,5.5667000,1577.510479,0.222005,
NO-Rog,58.9833000,5.5667000,IT-Cal,38.1144388,15.6500000,1577.510479,0.222005,
RS,44.7317030,20.4075950,SC-Edim,55.9575000,-3.2581000,1803.964925,0.221737,
SC-Edim,55.9575000,-3.2581000,RS,44.7317030,20.4075950,1803.964925,0.221737,
FR-Port,43.0036000,6.3944000,IT-Abruz,42.4576000,13.9275000,521.9193184,0.22155,
IT-Abruz,42.4576000,13.9275000,FR-Port,43.0036000,6.3944000,521.9193184,0.22155,
NO-Rog,58.9833000,5.5667000,RS,44.7317030,20.4075950,1402.396758,0.221303,
RS,44.7317030,20.4075950,NO-Rog,58.9833000,5.5667000,1402.396758,0.221303,
IS-Rey,64.1000000,-21.8000000,IT-Abruz,42.4576000,13.9275000,2872.063688,0.221182,
IT-Abruz,42.4576000,13.9275000,IS-Rey,64.1000000,-21.8000000,2872.063688,0.221182,
IS-Horn,64.3858000,-15.2892000,SE-Ska,56.0000000,14.1000000,2110.332699,0.221149,
SE-Ska,56.0000000,14.1000000,IS-Horn,64.3858000,-15.2892000,2110.332699,0.221149,
FR-Somme,50.0833000,1.5667000,IT-Cal,38.1144388,15.6500000,1269.816715,0.221027,
IT-Cal,38.1144388,15.6500000,FR-Somme,50.0833000,1.5667000,1269.816715,0.221027,
RS,44.7317030,20.4075950,SC-Inv,57.4574000,-4.2351000,1909.411949,0.221012,
SC-Inv,57.4574000,-4.2351000,RS,44.7317030,20.4075950,1909.411949,0.221012,
DK-Ribe,55.2850000,8.6856000,RS,44.7317030,20.4075950,1073.501166,0.220759,
RS,44.7317030,20.4075950,DK-Ribe,55.2850000,8.6856000,1073.501166,0.220759,
FR-Port,43.0036000,6.3944000,NO-Rog,58.9833000,5.5667000,1099.755906,0.220701,
NO-Rog,58.9833000,5.5667000,FR-Port,43.0036000,6.3944000,1099.755906,0.220701,
EN-Suffolk,52.3362000,0.5246000,RS,44.7317030,20.4075950,1467.030547,0.220687,
RS,44.7317030,20.4075950,EN-Suffolk,52.3362000,0.5246000,1467.030547,0.220687,
DK-Ribe,55.2850000,8.6856000,FR-Port,43.0036000,6.3944000,856.0891599,0.220283,
FR-Port,43.0036000,6.3944000,DK-Ribe,55.2850000,8.6856000,856.0891599,0.220283,
FR-Somme,50.0833000,1.5667000,IS-Horn,64.3858000,-15.2892000,1520.73397,0.22027,
IS-Horn,64.3858000,-15.2892000,FR-Somme,50.0833000,1.5667000,1520.73397,0.22027,
IE,53.4129000,-8.2439000,IT-Aspr,38.1666700,16.0000000,1973.673809,0.220078,
IT-Aspr,38.1666700,16.0000000,IE,53.4129000,-8.2439000,1973.673809,0.220078,
EN-Suffolk,52.3362000,0.5246000,SE-Halm,56.6732080,12.8572190,902.5765923,0.219822,
SE-Halm,56.6732080,12.8572190,EN-Suffolk,52.3362000,0.5246000,902.5765923,0.219822,
FR-Cap,43.1597180,6.6210730,IS-Horn,64.3858000,-15.2892000,2098.910928,0.21949,
IS-Horn,64.3858000,-15.2892000,FR-Cap,43.1597180,6.6210730,2098.910928,0.21949,
EN-Suffolk,52.3362000,0.5246000,FR-Port,43.0036000,6.3944000,760.6831699,0.21944,
FR-Port,43.0036000,6.3944000,EN-Suffolk,52.3362000,0.5246000,760.6831699,0.21944,
EN-Suffolk,52.3362000,0.5246000,SE-Nass,57.6520910,14.6974190,1044.611961,0.219155,
SE-Nass,57.6520910,14.6974190,EN-Suffolk,52.3362000,0.5246000,1044.611961,0.219155,
IE-Down,54.3277000,-5.7158000,WL-Angl,53.2143000,-4.3661000,120.7261287,0.218802,
WL-Angl,53.2143000,-4.3661000,IE-Down,54.3277000,-5.7158000,120.7261287,0.218802,
IT-Cal,38.1144388,15.6500000,SC-Edim,55.9575000,-3.2581000,1787.729867,0.218605,
SC-Edim,55.9575000,-3.2581000,IT-Cal,38.1144388,15.6500000,1787.729867,0.218605,
DK,56.2639000,9.5018000,WL-Angl,53.2143000,-4.3661000,981.1266593,0.218557,
WL-Angl,53.2143000,-4.3661000,DK,56.2639000,9.5018000,981.1266593,0.218557,
EN-Cumbria,54.2030000,-2.9520000,PL-Bory,53.7994342,17.5422478,1416.585561,0.218509,
PL-Bory,53.7994342,17.5422478,EN-Cumbria,54.2030000,-2.9520000,1416.585561,0.218509,
SC-Edim,55.9575000,-3.2581000,SE-Nass,57.6520910,14.6974190,1246.285074,0.218376,
SE-Nass,57.6520910,14.6974190,SC-Edim,55.9575000,-3.2581000,1246.285074,0.218376,
ES-Avi,40.1371230,-5.2501880,Sl-Sko,45.5710000,13.7924000,1367.760585,0.218232,
Sl-Sko,45.5710000,13.7924000,ES-Avi,40.1371230,-5.2501880,1367.760585,0.218232,
IE,53.4129000,-8.2439000,IT-Abruz,42.4576000,13.9275000,1706.54164,0.218079,
IT-Abruz,42.4576000,13.9275000,IE,53.4129000,-8.2439000,1706.54164,0.218079,
RS,44.7317030,20.4075950,SE-Ska,56.0000000,14.1000000,861.5144637,0.217664,
SE-Ska,56.0000000,14.1000000,RS,44.7317030,20.4075950,861.5144637,0.217664,
ES-Avi,40.1371230,-5.2501880,SE-Karl,59.4013320,13.5125290,1851.58294,0.217619,
SE-Karl,59.4013320,13.5125290,ES-Avi,40.1371230,-5.2501880,1851.58294,0.217619,
EN-Cumbria,54.2030000,-2.9520000,IS-Horn,64.3858000,-15.2892000,1098.932692,0.217422,
IS-Horn,64.3858000,-15.2892000,EN-Cumbria,54.2030000,-2.9520000,1098.932692,0.217422,
EN-Cumbria,54.2030000,-2.9520000,Sl-Sko,45.5710000,13.7924000,1299.672196,0.217075,
Sl-Sko,45.5710000,13.7924000,EN-Cumbria,54.2030000,-2.9520000,1299.672196,0.217075,
SC-Edim,55.9575000,-3.2581000,SE-Halm,56.6732080,12.8572190,1114.781773,0.216975,
SE-Halm,56.6732080,12.8572190,SC-Edim,55.9575000,-3.2581000,1114.781773,0.216975,
FR-Clerm,46.0811000,3.0321000,IS-Horn,64.3858000,-15.2892000,1780.723586,0.216606,
IS-Horn,64.3858000,-15.2892000,FR-Clerm,46.0811000,3.0321000,1780.723586,0.216606,
FR-Cotes,48.5452000,-3.3963000,RS,44.7317030,20.4075950,1665.248131,0.215923,
RS,44.7317030,20.4075950,FR-Cotes,48.5452000,-3.3963000,1665.248131,0.215923,
FR-Cotes,48.5452000,-3.3963000,IS-Horn,64.3858000,-15.2892000,1355.577349,0.215793,
IS-Horn,64.3858000,-15.2892000,FR-Cotes,48.5452000,-3.3963000,1355.577349,0.215793,
ES-Avi,40.1371230,-5.2501880,IE,53.4129000,-8.2439000,934.1712375,0.215138,
IE,53.4129000,-8.2439000,ES-Avi,40.1371230,-5.2501880,934.1712375,0.215138,
BE-Namur,50.6474000,4.8720000,DK,56.2639000,9.5018000,500.5844953,0.214707,
DK,56.2639000,9.5018000,BE-Namur,50.6474000,4.8720000,500.5844953,0.214707,
PL-Bory,53.7994342,17.5422478,SE-Ska,56.0000000,14.1000000,279.2677234,0.214633,
SE-Ska,56.0000000,14.1000000,PL-Bory,53.7994342,17.5422478,279.2677234,0.214633,
BE-Dalhem,50.7167000,5.7500000,IE-Down,54.3277000,-5.7158000,830.6216543,0.21443,
IE-Down,54.3277000,-5.7158000,BE-Dalhem,50.7167000,5.7500000,830.6216543,0.21443,
ES-Avi,40.1371230,-5.2501880,WL-Angl,53.2143000,-4.3661000,902.6058032,0.214159,
WL-Angl,53.2143000,-4.3661000,ES-Avi,40.1371230,-5.2501880,902.6058032,0.214159,
IS-Rey,64.1000000,-21.8000000,PT-Port,41.3194460,-8.7355600,1762.767398,0.214062,
PT-Port,41.3194460,-8.7355600,IS-Rey,64.1000000,-21.8000000,1762.767398,0.214062,
FR-Bany,42.4822000,3.1275000,IS-Horn,64.3858000,-15.2892000,1965.940564,0.213803,
IS-Horn,64.3858000,-15.2892000,FR-Bany,42.4822000,3.1275000,1965.940564,0.213803,
PT-Port,41.3194460,-8.7355600,RS,44.7317030,20.4075950,2027.341181,0.213524,
RS,44.7317030,20.4075950,PT-Port,41.3194460,-8.7355600,2027.341181,0.213524,
IS-Horn,64.3858000,-15.2892000,NO-Rog,58.9833000,5.5667000,1488.021168,0.213308,
NO-Rog,58.9833000,5.5667000,IS-Horn,64.3858000,-15.2892000,1488.021168,0.213308,
EN-Suffolk,52.3362000,0.5246000,PL-Bory,53.7994342,17.5422478,1180.25634,0.213304,
PL-Bory,53.7994342,17.5422478,EN-Suffolk,52.3362000,0.5246000,1180.25634,0.213304,
IT-Cal,38.1144388,15.6500000,SE-Ska,56.0000000,14.1000000,1199.042744,0.212607,
SE-Ska,56.0000000,14.1000000,IT-Cal,38.1144388,15.6500000,1199.042744,0.212607,
BE-Dalhem,50.7167000,5.7500000,PL-Bory,53.7994342,17.5422478,841.1244339,0.212526,
PL-Bory,53.7994342,17.5422478,BE-Dalhem,50.7167000,5.7500000,841.1244339,0.212526,
IT-Cal,38.1144388,15.6500000,PT-Port,41.3194460,-8.7355600,1699.460058,0.212471,
PT-Port,41.3194460,-8.7355600,IT-Cal,38.1144388,15.6500000,1699.460058,0.212471,
BE-Namur,50.6474000,4.8720000,IE,53.4129000,-8.2439000,926.2411331,0.21198,
IE,53.4129000,-8.2439000,BE-Namur,50.6474000,4.8720000,926.2411331,0.21198,
IS-Horn,64.3858000,-15.2892000,SC-Inv,57.4574000,-4.2351000,897.4917688,0.21159,
SC-Inv,57.4574000,-4.2351000,IS-Horn,64.3858000,-15.2892000,897.4917688,0.21159,
EN-Suffolk,52.3362000,0.5246000,Sl-Sko,45.5710000,13.7924000,1027.086204,0.211451,
Sl-Sko,45.5710000,13.7924000,EN-Suffolk,52.3362000,0.5246000,1027.086204,0.211451,
BE-Dalhem,50.7167000,5.7500000,FR-Port,43.0036000,6.3944000,531.9071358,0.211436,
FR-Port,43.0036000,6.3944000,BE-Dalhem,50.7167000,5.7500000,531.9071358,0.211436,
DK,56.2639000,9.5018000,PT-Port,41.3194460,-8.7355600,1626.66547,0.210959,
PT-Port,41.3194460,-8.7355600,DK,56.2639000,9.5018000,1626.66547,0.210959,
PL-Bory,53.7994342,17.5422478,SC-Inv,57.4574000,-4.2351000,1525.533645,0.210883,
SC-Inv,57.4574000,-4.2351000,PL-Bory,53.7994342,17.5422478,1525.533645,0.210883,
IE-Down,54.3277000,-5.7158000,SE-Ska,56.0000000,14.1000000,1374.225113,0.210875,
SE-Ska,56.0000000,14.1000000,IE-Down,54.3277000,-5.7158000,1374.225113,0.210875,
DE-Nordfriesland,54.4858000,9.0524000,FR-Port,43.0036000,6.3944000,807.3894448,0.210502,
FR-Port,43.0036000,6.3944000,DE-Nordfriesland,54.4858000,9.0524000,807.3894448,0.210502,
BE-Dalhem,50.7167000,5.7500000,Sl-Sko,45.5710000,13.7924000,656.8878944,0.209892,
Sl-Sko,45.5710000,13.7924000,BE-Dalhem,50.7167000,5.7500000,656.8878944,0.209892,
EN-Cumbria,54.2030000,-2.9520000,ES-Cuen,40.0202690,-1.8215450,982.3821917,0.209298,
ES-Cuen,40.0202690,-1.8215450,EN-Cumbria,54.2030000,-2.9520000,982.3821917,0.209298,
BE-Namur,50.6474000,4.8720000,SE-Karl,59.4013320,13.5125290,844.0754917,0.209293,
SE-Karl,59.4013320,13.5125290,BE-Namur,50.6474000,4.8720000,844.0754917,0.209293,
ES-Avi,40.1371230,-5.2501880,FR-Port,43.0036000,6.3944000,828.6749235,0.20926,
FR-Port,43.0036000,6.3944000,ES-Avi,40.1371230,-5.2501880,828.6749235,0.20926,
BE-Dalhem,50.7167000,5.7500000,SE-Nass,57.6520910,14.6974190,777.3811924,0.20925,
SE-Nass,57.6520910,14.6974190,BE-Dalhem,50.7167000,5.7500000,777.3811924,0.20925,
EN-Kent,51.1269000,1.2578000,SC-Edim,55.9575000,-3.2581000,456.8920443,0.208852,
RS,44.7317030,20.4075950,EN-Kent,51.1269000,1.2578000,1392.075065,0.208852,
PL-Bory,53.7994342,17.5422478,SC-Edim,55.9575000,-3.2581000,1444.982116,0.208832,
SC-Edim,55.9575000,-3.2581000,PL-Bory,53.7994342,17.5422478,1444.982116,0.208832,
SC-Inv,57.4574000,-4.2351000,Sl-Sko,45.5710000,13.7924000,1488.807933,0.208779,
Sl-Sko,45.5710000,13.7924000,SC-Inv,57.4574000,-4.2351000,1488.807933,0.208779,
FR-Clerm,46.0811000,3.0321000,RS,44.7317030,20.4075950,1204.224042,0.208777,
RS,44.7317030,20.4075950,FR-Clerm,46.0811000,3.0321000,1204.224042,0.208777,
IS-Rey,64.1000000,-21.8000000,WL-Angl,53.2143000,-4.3661000,1408.413688,0.20869,
WL-Angl,53.2143000,-4.3661000,IS-Rey,64.1000000,-21.8000000,1408.413688,0.20869,
NO-Rog,58.9833000,5.5667000,Sl-Sko,45.5710000,13.7924000,1075.329044,0.208114,
Sl-Sko,45.5710000,13.7924000,NO-Rog,58.9833000,5.5667000,1075.329044,0.208114,
DE-Nordfriesland,54.4858000,9.0524000,Sl-Sko,45.5710000,13.7924000,686.8153265,0.208072,
Sl-Sko,45.5710000,13.7924000,DE-Nordfriesland,54.4858000,9.0524000,686.8153265,0.208072,
ES-Cuen,40.0202690,-1.8215450,IT-Aspr,38.1666700,16.0000000,1238.100732,0.20799,
IT-Aspr,38.1666700,16.0000000,ES-Cuen,40.0202690,-1.8215450,1238.100732,0.20799,
BE-Dalhem,50.7167000,5.7500000,SE-Halm,56.6732080,12.8572190,637.2071374,0.207957,
SE-Halm,56.6732080,12.8572190,BE-Dalhem,50.7167000,5.7500000,637.2071374,0.207957,
PT-Port,41.3194460,-8.7355600,SE-Karl,59.4013320,13.5125290,1975.596737,0.207927,
SE-Karl,59.4013320,13.5125290,PT-Port,41.3194460,-8.7355600,1975.596737,0.207927,
IT-Aspr,38.1666700,16.0000000,WL-Angl,53.2143000,-4.3661000,1743.426451,0.207888,
WL-Angl,53.2143000,-4.3661000,IT-Aspr,38.1666700,16.0000000,1743.426451,0.207888,
NO-Rog,58.9833000,5.5667000,PL-Bory,53.7994342,17.5422478,898.6751942,0.207832,
PL-Bory,53.7994342,17.5422478,NO-Rog,58.9833000,5.5667000,898.6751942,0.207832,
FR-Cap,43.1597180,6.6210730,IE-Down,54.3277000,-5.7158000,1149.007752,0.207775,
IE-Down,54.3277000,-5.7158000,FR-Cap,43.1597180,6.6210730,1149.007752,0.207775,
EN-Kent,51.1269000,1.2578000,IE-Down,54.3277000,-5.7158000,530.1452548,0.207033,
FR-Port,43.0036000,6.3944000,EN-Kent,51.1269000,1.2578000,662.9830946,0.207033,
BE-Dalhem,50.7167000,5.7500000,IS-Rey,64.1000000,-21.8000000,2108.649355,0.207024,
IS-Rey,64.1000000,-21.8000000,BE-Dalhem,50.7167000,5.7500000,2108.649355,0.207024,
IS-Horn,64.3858000,-15.2892000,NO-Vest,59.4656000,10.0877000,1785.808275,0.207017,
NO-Vest,59.4656000,10.0877000,IS-Horn,64.3858000,-15.2892000,1785.808275,0.207017,
ES-Cuen,40.0202690,-1.8215450,IT-Abruz,42.4576000,13.9275000,1101.116983,0.206782,
IT-Abruz,42.4576000,13.9275000,ES-Cuen,40.0202690,-1.8215450,1101.116983,0.206782,
ES-Cuen,40.0202690,-1.8215450,SC-Inv,57.4574000,-4.2351000,1214.766822,0.206661,
SC-Inv,57.4574000,-4.2351000,ES-Cuen,40.0202690,-1.8215450,1214.766822,0.206661,
EN-Cumbria,54.2030000,-2.9520000,SE-Karl,59.4013320,13.5125290,1192.359901,0.206653,
SE-Karl,59.4013320,13.5125290,EN-Cumbria,54.2030000,-2.9520000,1192.359901,0.206653,
