Pop,Longitude,Latitude,Pop,Longitude,Latitude,Distance,Fst,Group
RO-Mar,22.5417,45.3986,PL-Wielk,17.09,52.2468,533.9701621,0.0986477,N
AT,9.7859,47.216,DE-Hors,9.6201,53.8072,455.5632097,0.0985179,N
DE-Hors,9.6201,53.8072,AT,9.7859,47.216,455.5632097,0.0985179,N
LT-Luk,26.2019,55.8502,RU-Spet,30.3351,59.9343,320.3434629,0.0983762,N
RU-Spet,30.3351,59.9343,LT-Luk,26.2019,55.8502,320.3434629,0.0983762,N
LT-Petk,24.834829,54.657314,RU-Berez,30.6179,52.6934,272.7634736,0.0981807,N
RU-Berez,30.6179,52.6934,LT-Petk,24.834829,54.657314,272.7634736,0.0981807,N
DE-Hors,9.6201,53.8072,PL-Swie,20.926346,50.895887,517.2033442,0.098098,NS
PL-Swie,20.926346,50.895887,DE-Hors,9.6201,53.8072,517.2033442,0.098098,NS
LT-Petk,24.834829,54.657314,MK-Pel,21.1844,41.0033,958.3470255,0.0980493,N
MK-Pel,21.1844,41.0033,LT-Petk,24.834829,54.657314,958.3470255,0.0980493,N
LT-Nem,23.9971,54.5886,Sl-Glaz,14.686,45.6713,740.1918307,0.0980068,N
Sl-Glaz,14.686,45.6713,LT-Nem,23.9971,54.5886,740.1918307,0.0980068,N
Sl-Glaz,14.686,45.6713,Sl-Odo,14.028,45.5942,32.2405385,0.0977311,N
Sl-Odo,14.028,45.5942,Sl-Glaz,14.686,45.6713,32.2405385,0.0977311,N
DE-Brem,8.5809,53.5396,PL-JDru,19.415628,54.127153,443.295477,0.097642,NS
PL-JDru,19.415628,54.127153,DE-Brem,8.5809,53.5396,443.295477,0.097642,NS
DE-Luck,12.3327,51.0947,LT-Luk,26.2019,55.8502,656.6843042,0.0974712,N
LT-Luk,26.2019,55.8502,DE-Luck,12.3327,51.0947,656.6843042,0.0974712,N
DE-Ben,12.1656,52.9098,Sl-Odo,14.028,45.5942,512.4522708,0.0974416,N
Sl-Odo,14.028,45.5942,DE-Ben,12.1656,52.9098,512.4522708,0.0974416,N
DE-Luck,12.3327,51.0947,FR-Clermont,3.0321,46.0811,547.7447041,0.0974164,N
FR-Clermont,3.0321,46.0811,DE-Luck,12.3327,51.0947,547.7447041,0.0974164,N
PL-Hack,23.1793,52.8344,SK-Bies,22.4522,49.37417,241.1988597,0.0972884,N
SK-Bies,22.4522,49.37417,PL-Hack,23.1793,52.8344,241.1988597,0.0972884,N
DE-Leis,12.9285,51.1577,FR-Clermont,3.0321,46.0811,571.4477794,0.0972089,N
FR-Clermont,3.0321,46.0811,DE-Leis,12.9285,51.1577,571.4477794,0.0972089,N
PL-Bob,16.567544,53.923758,Sl-Odo,14.028,45.5942,586.5973764,0.0972041,SN
Sl-Odo,14.028,45.5942,PL-Bob,16.567544,53.923758,586.5973764,0.0972041,NS
DE-Hors,9.6201,53.8072,DE-Rech,13.7373,51.0504,257.5908277,0.0970746,N
DE-Rech,13.7373,51.0504,DE-Hors,9.6201,53.8072,257.5908277,0.0970746,N
LT-Nem,23.9971,54.5886,PL-Ostr,19.958726,53.741945,173.5198865,0.096962,NS
PL-Ostr,19.958726,53.741945,LT-Nem,23.9971,54.5886,173.5198865,0.096962,NS
DE-Gota,10.7183,50.9489,LT-Birz,24.6141,55.9825,667.4062263,0.0969218,N
LT-Birz,24.6141,55.9825,DE-Gota,10.7183,50.9489,667.4062263,0.0969218,N
PL-Wielk,17.09,52.2468,RU-Vor,39.2089,51.6755,939.0764435,0.0968718,N
RU-Vor,39.2089,51.6755,PL-Wielk,17.09,52.2468,939.0764435,0.0968718,N
FR-Clermont,3.0321,46.0811,PL-Hack,23.1793,52.8344,1013.497327,0.0967834,N
PL-Hack,23.1793,52.8344,FR-Clermont,3.0321,46.0811,1013.497327,0.0967834,N
SK-Kos,21.863,48.7161,PL-Hack,23.1793,52.8344,290.3493604,0.0967688,NS
PL-Hack,23.1793,52.8344,SK-Kos,21.863,48.7161,290.3493604,0.0967688,N
DE-Ben,12.1656,52.9098,FR-Clermont,3.0321,46.0811,624.1459925,0.0967212,N
FR-Clermont,3.0321,46.0811,DE-Ben,12.1656,52.9098,624.1459925,0.0967212,N
LT-Birz,24.6141,55.9825,MK-Pel,21.1844,41.0033,1046.705607,0.0965916,N
MK-Pel,21.1844,41.0033,LT-Birz,24.6141,55.9825,1046.705607,0.0965916,N
LT-Nem,23.9971,54.5886,SE-Sua,18.6435,60.1282,431.3989826,0.0965839,N
SE-Sua,18.6435,60.1282,LT-Nem,23.9971,54.5886,431.3989826,0.0965839,N
DE-Ben,12.1656,52.9098,LT-Petk,24.834829,54.657314,530.4175651,0.0965558,N
LT-Petk,24.834829,54.657314,DE-Ben,12.1656,52.9098,530.4175651,0.0965558,N
DE-Ben,12.1656,52.9098,PL-Bies,22.5089,49.3556,510.7231177,0.0965531,NS
PL-Bies,22.5089,49.3556,DE-Ben,12.1656,52.9098,510.7231177,0.0965531,NS
DE-Brem,8.5809,53.5396,LT-Luk,26.2019,55.8502,719.534364,0.096376,N
LT-Luk,26.2019,55.8502,DE-Brem,8.5809,53.5396,719.534364,0.096376,N
DE-Ben,12.1656,52.9098,DE-Hors,9.6201,53.8072,121.9255134,0.0963144,N
DE-Hors,9.6201,53.8072,DE-Ben,12.1656,52.9098,121.9255134,0.0963144,N
PL-Wielk,17.09,52.2468,SE-Nass,14.6974,57.6521,385.3679828,0.0962192,N
SE-Nass,14.6974,57.6521,PL-Wielk,17.09,52.2468,385.3679828,0.0962192,N
DE-Rech,13.7373,51.0504,PL-JDru,19.415628,54.127153,319.2734345,0.0961923,NS
PL-JDru,19.415628,54.127153,DE-Rech,13.7373,51.0504,319.2734345,0.0961923,NS
DE-Eber,13.8331,52.8331,FR-Clermont,3.0321,46.0811,671.8296697,0.0961104,N
FR-Clermont,3.0321,46.0811,DE-Eber,13.8331,52.8331,671.8296697,0.0961104,N
DE-Leis,12.9285,51.1577,LT-Luk,26.2019,55.8502,633.1532365,0.0959999,N
LT-Luk,26.2019,55.8502,DE-Leis,12.9285,51.1577,633.1532365,0.0959999,N
DE-Eber,13.8331,52.8331,LT-Luk,26.2019,55.8502,539.2091625,0.0959891,N
LT-Luk,26.2019,55.8502,DE-Eber,13.8331,52.8331,539.2091625,0.0959891,N
DE-Eber,13.8331,52.8331,DE-Hors,9.6201,53.8072,186.4557302,0.0959489,N
DE-Hors,9.6201,53.8072,DE-Eber,13.8331,52.8331,186.4557302,0.0959489,N
PL-Wielk,17.09,52.2468,RU-Tall,24.7536,59.437,578.2521771,0.0958326,N
RU-Tall,24.7536,59.437,PL-Wielk,17.09,52.2468,578.2521771,0.0958326,N
DE-Hors,9.6201,53.8072,PL-JDru,19.415628,54.127153,398.5081271,0.0958173,NS
PL-JDru,19.415628,54.127153,DE-Hors,9.6201,53.8072,398.5081271,0.0958173,NS
RO-Rete,22.9043,45.3707,Sl-Odo,14.028,45.5942,430.1460834,0.0956011,N
Sl-Odo,14.028,45.5942,RO-Rete,22.9043,45.3707,430.1460834,0.0956011,N
FR-Clermont,3.0321,46.0811,LT-Luk,26.2019,55.8502,1204.426991,0.0954886,N
LT-Luk,26.2019,55.8502,FR-Clermont,3.0321,46.0811,1204.426991,0.0954886,N
PL-JDru,19.415628,54.127153,SK-Bies,22.4522,49.37417,353.1452813,0.0954003,SN
SK-Bies,22.4522,49.37417,PL-JDru,19.415628,54.127153,353.1452813,0.0954003,NS
FR-Clermont,3.0321,46.0811,PL-JDru,19.415628,54.127153,910.9684153,0.0953194,NS
PL-JDru,19.415628,54.127153,FR-Clermont,3.0321,46.0811,910.9684153,0.0953194,NS
LT-Luk,26.2019,55.8502,PL-Bob,16.567544,53.923758,405.0442321,0.0953031,NS
PL-Bob,16.567544,53.923758,LT-Luk,26.2019,55.8502,405.0442321,0.0953031,NS
DE-Hors,9.6201,53.8072,LT-Luk,26.2019,55.8502,673.2674482,0.0952377,N
LT-Luk,26.2019,55.8502,DE-Hors,9.6201,53.8072,673.2674482,0.0952377,N
PL-JDru,19.415628,54.127153,SK-Kos,21.863,48.7161,388.4741382,0.0952184,SN
SK-Kos,21.863,48.7161,PL-JDru,19.415628,54.127153,388.4741382,0.0952184,NS
DE-Gotn,9.9356,51.5339,LT-Nem,23.9971,54.5886,619.6840675,0.095118,N
LT-Nem,23.9971,54.5886,DE-Gotn,9.9356,51.5339,619.6840675,0.095118,N
SK-Bies,22.4522,49.37417,SK-Kos,21.863,48.7161,52.73075939,0.0949767,N
SK-Kos,21.863,48.7161,SK-Bies,22.4522,49.37417,52.73075939,0.0949767,N
AT,9.7859,47.216,LT-Petk,24.834829,54.657314,830.1498404,0.094942,N
LT-Petk,24.834829,54.657314,AT,9.7859,47.216,830.1498404,0.094942,N
IT-Cal,15.65,38.1144,PL-Bial,23.8346,52.7232,1083.165696,0.0947534,N
PL-Bial,23.8346,52.7232,IT-Cal,15.65,38.1144,1083.165696,0.0947534,N
PL-Wielk,17.09,52.2468,SE-Sua,18.6435,60.1282,547.8955927,0.094408,N
SE-Sua,18.6435,60.1282,PL-Wielk,17.09,52.2468,547.8955927,0.094408,N
DE-Rech,13.7373,51.0504,FR-Clermont,3.0321,46.0811,597.0802322,0.0942907,N
FR-Clermont,3.0321,46.0811,DE-Rech,13.7373,51.0504,597.0802322,0.0942907,N
AT,9.7859,47.216,FR-Clermont,3.0321,46.0811,329.7475005,0.0942416,N
FR-Clermont,3.0321,46.0811,AT,9.7859,47.216,329.7475005,0.0942416,N
LT-Juod,21.1087,55.5198,PL-Bies,22.5089,49.3556,430.0372676,0.0942281,NS
PL-Bies,22.5089,49.3556,LT-Juod,21.1087,55.5198,430.0372676,0.0942281,NS
DE-Rech,13.7373,51.0504,LT-Luk,26.2019,55.8502,609.5219394,0.0939479,N
LT-Luk,26.2019,55.8502,DE-Rech,13.7373,51.0504,609.5219394,0.0939479,N
DE-Gota,10.7183,50.9489,LT-Nem,23.9971,54.5886,608.295913,0.0938644,N
LT-Nem,23.9971,54.5886,DE-Gota,10.7183,50.9489,608.295913,0.0938644,N
LT-Juod,21.1087,55.5198,LT-Petk,24.834829,54.657314,158.944778,0.0937816,N
LT-Petk,24.834829,54.657314,LT-Juod,21.1087,55.5198,158.944778,0.0937816,N
PL-Bob,16.567544,53.923758,PL-Hack,23.1793,52.8344,282.6508439,0.0936852,SN
PL-Hack,23.1793,52.8344,PL-Bob,16.567544,53.923758,282.6508439,0.0936852,NS
PL-Bob,16.567544,53.923758,PL-Bies,22.5089,49.3556,405.4152845,0.0936145,SS
PL-Bies,22.5089,49.3556,PL-Bob,16.567544,53.923758,405.4152845,0.0936145,NS
LT-Petk,24.834829,54.657314,RU-Spet,30.3351,59.9343,418.2137951,0.0933232,N
RU-Spet,30.3351,59.9343,LT-Petk,24.834829,54.657314,418.2137951,0.0933232,N
LT-Nem,23.9971,54.5886,RO-Rete,22.9043,45.3707,638.8590344,0.0933196,N
RO-Rete,22.9043,45.3707,LT-Nem,23.9971,54.5886,638.8590344,0.0933196,N
LT-Birz,24.6141,55.9825,RU-Berez,30.6179,52.6934,331.7149369,0.0931817,N
RU-Berez,30.6179,52.6934,LT-Birz,24.6141,55.9825,331.7149369,0.0931817,N
LT-Luk,26.2019,55.8502,SK-Kos,21.863,48.7161,525.7854992,0.0930766,N
SK-Kos,21.863,48.7161,LT-Luk,26.2019,55.8502,525.7854992,0.0930766,N
DE-Luck,12.3327,51.0947,LT-Petk,24.834829,54.657314,575.5907239,0.0930479,N
LT-Petk,24.834829,54.657314,DE-Luck,12.3327,51.0947,575.5907239,0.0930479,N
DE-Eber,13.8331,52.8331,Sl-Odo,14.028,45.5942,500.3434468,0.0930062,N
Sl-Odo,14.028,45.5942,DE-Eber,13.8331,52.8331,500.3434468,0.0930062,N
LT-Luk,26.2019,55.8502,SK-Bies,22.4522,49.37417,474.2241543,0.0929113,N
SK-Bies,22.4522,49.37417,LT-Luk,26.2019,55.8502,474.2241543,0.0929113,N
DE-Luck,12.3327,51.0947,Sl-Odo,14.028,45.5942,387.9938828,0.0927562,N
Sl-Odo,14.028,45.5942,DE-Luck,12.3327,51.0947,387.9938828,0.0927562,N
LT-Nem,23.9971,54.5886,RU-Berez,30.6179,52.6934,301.0595116,0.0927552,N
RU-Berez,30.6179,52.6934,LT-Nem,23.9971,54.5886,301.0595116,0.0927552,N
DE-Ben,12.1656,52.9098,LT-Birz,24.6141,55.9825,542.4578778,0.0926493,N
LT-Birz,24.6141,55.9825,DE-Ben,12.1656,52.9098,542.4578778,0.0926493,N
PL-Bies,22.5089,49.3556,RO-Rete,22.9043,45.3707,276.0089996,0.0925968,NS
RO-Rete,22.9043,45.3707,PL-Bies,22.5089,49.3556,276.0089996,0.0925968,NS
PL-Ryj,18.945785,53.853784,PL-Wielk,17.09,52.2468,135.1807856,0.0924105,SN
PL-Wielk,17.09,52.2468,PL-Ryj,18.945785,53.853784,135.1807856,0.0924105,NS
LT-Nem,23.9971,54.5886,MK-Pel,21.1844,41.0033,947.6938533,0.0922544,N
MK-Pel,21.1844,41.0033,LT-Nem,23.9971,54.5886,947.6938533,0.0922544,N
DE-Eber,13.8331,52.8331,PL-Bies,22.5089,49.3556,446.2500479,0.0922016,NS
PL-Bies,22.5089,49.3556,DE-Eber,13.8331,52.8331,446.2500479,0.0922016,NS
LT-Luk,26.2019,55.8502,PL-Hack,23.1793,52.8344,241.3280035,0.092025,NS
PL-Hack,23.1793,52.8344,LT-Luk,26.2019,55.8502,241.3280035,0.092025,N
LT-Petk,24.834829,54.657314,PL-Bob,16.567544,53.923758,337.1022091,0.0919407,NS
PL-Bob,16.567544,53.923758,LT-Petk,24.834829,54.657314,337.1022091,0.0919407,NS
PL-JDru,19.415628,54.127153,PL-Hack,23.1793,52.8344,178.682471,0.0918402,SN
PL-Hack,23.1793,52.8344,PL-JDru,19.415628,54.127153,178.682471,0.0918402,NS
DE-Biel,8.5167,52.0167,PL-Wielk,17.09,52.2468,363.8299231,0.0916577,N
PL-Wielk,17.09,52.2468,DE-Biel,8.5167,52.0167,363.8299231,0.0916577,N
LT-Luk,26.2019,55.8502,PL-Olk,19.576457,50.216353,476.4068419,0.0914271,NS
PL-Olk,19.576457,50.216353,LT-Luk,26.2019,55.8502,476.4068419,0.0914271,NS
DE-Leis,12.9285,51.1577,LT-Petk,24.834829,54.657314,551.1007363,0.0913605,N
LT-Petk,24.834829,54.657314,DE-Leis,12.9285,51.1577,551.1007363,0.0913605,N
AT,9.7859,47.216,LT-Birz,24.6141,55.9825,875.3588027,0.0912684,N
LT-Birz,24.6141,55.9825,AT,9.7859,47.216,875.3588027,0.0912684,N
Sl-Odo,14.028,45.5942,PL-Hack,23.1793,52.8344,647.8236545,0.0912285,NS
PL-Hack,23.1793,52.8344,Sl-Odo,14.028,45.5942,647.8236545,0.0912285,N
DE-Eber,13.8331,52.8331,LT-Petk,24.834829,54.657314,466.4151344,0.0912194,N
LT-Petk,24.834829,54.657314,DE-Eber,13.8331,52.8331,466.4151344,0.0912194,N
DE-Hors,9.6201,53.8072,Sl-Odo,14.028,45.5942,600.5125632,0.0911782,N
Sl-Odo,14.028,45.5942,DE-Hors,9.6201,53.8072,600.5125632,0.0911782,N
DE-Hors,9.6201,53.8072,LT-Petk,24.834829,54.657314,616.1579781,0.0910664,N
LT-Petk,24.834829,54.657314,DE-Hors,9.6201,53.8072,616.1579781,0.0910664,N
DE-Brem,8.5809,53.5396,LT-Petk,24.834829,54.657314,661.6852485,0.091045,N
LT-Petk,24.834829,54.657314,DE-Brem,8.5809,53.5396,661.6852485,0.091045,N
PL-Dzie,14.99795,52.731386,PL-Wielk,17.09,52.2468,94.18521937,0.0910203,SN
PL-Wielk,17.09,52.2468,PL-Dzie,14.99795,52.731386,94.18521937,0.0910203,NS
AT,9.7859,47.216,PL-Bies,22.5089,49.3556,602.6619315,0.0910039,NS
PL-Bies,22.5089,49.3556,AT,9.7859,47.216,602.6619315,0.0910039,NS
DE-Leis,12.9285,51.1577,Sl-Odo,14.028,45.5942,387.7690629,0.0909927,N
Sl-Odo,14.028,45.5942,DE-Leis,12.9285,51.1577,387.7690629,0.0909927,N
ES-Cat,2.3912,41.7856,PL-Bory,17.563,53.8112,1084.738703,0.0909789,N
PL-Bory,17.563,53.8112,ES-Cat,2.3912,41.7856,1084.738703,0.0909789,N
DE-Brem,8.5809,53.5396,Sl-Odo,14.028,45.5942,600.4918145,0.0908769,N
Sl-Odo,14.028,45.5942,DE-Brem,8.5809,53.5396,600.4918145,0.0908769,N
DE-Hors,9.6201,53.8072,PL-Bies,22.5089,49.3556,631.9165653,0.0908015,NS
PL-Bies,22.5089,49.3556,DE-Hors,9.6201,53.8072,631.9165653,0.0908015,NS
LT-Luk,26.2019,55.8502,PL-Swie,20.926346,50.895887,405.371859,0.0907859,NS
PL-Swie,20.926346,50.895887,LT-Luk,26.2019,55.8502,405.371859,0.0907859,NS
DE-Luck,12.3327,51.0947,PL-Bies,22.5089,49.3556,465.2738696,0.0907567,NS
PL-Bies,22.5089,49.3556,DE-Luck,12.3327,51.0947,465.2738696,0.0907567,NS
LT-Juod,21.1087,55.5198,LT-Luk,26.2019,55.8502,199.6898766,0.0905845,N
LT-Luk,26.2019,55.8502,LT-Juod,21.1087,55.5198,199.6898766,0.0905845,N
DE-Brem,8.5809,53.5396,FR-Clermont,3.0321,46.0811,571.3481262,0.0905364,N
FR-Clermont,3.0321,46.0811,DE-Brem,8.5809,53.5396,571.3481262,0.0905364,N
AT,9.7859,47.216,Sl-Odo,14.028,45.5942,231.0970316,0.0905234,N
Sl-Odo,14.028,45.5942,AT,9.7859,47.216,231.0970316,0.0905234,N
FR-Clermont,3.0321,46.0811,LT-Petk,24.834829,54.657314,1122.063634,0.0905134,N
LT-Petk,24.834829,54.657314,FR-Clermont,3.0321,46.0811,1122.063634,0.0905134,N
DE-Brem,8.5809,53.5396,PL-Bies,22.5089,49.3556,664.4292785,0.0903547,NS
PL-Bies,22.5089,49.3556,DE-Brem,8.5809,53.5396,664.4292785,0.0903547,NS
PL-Olk,19.576457,50.216353,Sl-Odo,14.028,45.5942,409.768414,0.0901292,SN
Sl-Odo,14.028,45.5942,PL-Olk,19.576457,50.216353,409.768414,0.0901292,NS
PL-Ostr,19.958726,53.741945,PL-Wielk,17.09,52.2468,157.8235728,0.0900275,SN
PL-Wielk,17.09,52.2468,PL-Ostr,19.958726,53.741945,157.8235728,0.0900275,NS
PL-Swie,20.926346,50.895887,Sl-Odo,14.028,45.5942,484.3786811,0.0896689,SN
Sl-Odo,14.028,45.5942,PL-Swie,20.926346,50.895887,484.3786811,0.0896689,NS
PL-Wielk,17.09,52.2468,RU-Berez,30.6179,52.6934,569.5052356,0.0895952,N
RU-Berez,30.6179,52.6934,PL-Wielk,17.09,52.2468,569.5052356,0.0895952,N
PL-Swie,20.926346,50.895887,PL-Hack,23.1793,52.8344,164.8792426,0.0895089,SN
PL-Hack,23.1793,52.8344,PL-Swie,20.926346,50.895887,164.8792426,0.0895089,NS
DE-Luck,12.3327,51.0947,LT-Birz,24.6141,55.9825,605.7061359,0.0893993,N
LT-Birz,24.6141,55.9825,DE-Luck,12.3327,51.0947,605.7061359,0.0893993,N
DE-Ben,12.1656,52.9098,LT-Nem,23.9971,54.5886,496.5654858,0.089291,N
LT-Nem,23.9971,54.5886,DE-Ben,12.1656,52.9098,496.5654858,0.089291,N
EN-Suff,0.5151,52.3476,RS,20.4076,44.7317,1046.378961,0.0890775,N
RS,20.4076,44.7317,EN-Suff,0.5151,52.3476,1046.378961,0.0890775,N
DE-Leis,12.9285,51.1577,PL-Bies,22.5089,49.3556,440.8736092,0.0890651,NS
PL-Bies,22.5089,49.3556,DE-Leis,12.9285,51.1577,440.8736092,0.0890651,NS
LT-Birz,24.6141,55.9825,LT-Juod,21.1087,55.5198,140.0191535,0.0890414,N
LT-Juod,21.1087,55.5198,LT-Birz,24.6141,55.9825,140.0191535,0.0890414,N
DE-Rech,13.7373,51.0504,LT-Petk,24.834829,54.657314,525.1076864,0.0889559,N
LT-Petk,24.834829,54.657314,DE-Rech,13.7373,51.0504,525.1076864,0.0889559,N
LT-Juod,21.1087,55.5198,PL-Wielk,17.09,52.2468,279.1135481,0.0887014,N
PL-Wielk,17.09,52.2468,LT-Juod,21.1087,55.5198,279.1135481,0.0887014,N
FR-Clermont,3.0321,46.0811,PL-Olk,19.576457,50.216353,812.4980088,0.0886279,NS
PL-Olk,19.576457,50.216353,FR-Clermont,3.0321,46.0811,812.4980088,0.0886279,NS
LT-Petk,24.834829,54.657314,SK-Kos,21.863,48.7161,429.7745241,0.0885449,N
SK-Kos,21.863,48.7161,LT-Petk,24.834829,54.657314,429.7745241,0.0885449,N
AT,9.7859,47.216,LT-Nem,23.9971,54.5886,799.4287738,0.0885101,N
LT-Nem,23.9971,54.5886,AT,9.7859,47.216,799.4287738,0.0885101,N
DE-Eber,13.8331,52.8331,LT-Birz,24.6141,55.9825,484.4743716,0.0883557,N
LT-Birz,24.6141,55.9825,DE-Eber,13.8331,52.8331,484.4743716,0.0883557,N
FR-Clermont,3.0321,46.0811,PL-Bies,22.5089,49.3556,930.5262056,0.0883198,NS
PL-Bies,22.5089,49.3556,FR-Clermont,3.0321,46.0811,930.5262056,0.0883198,NS
LT-Birz,24.6141,55.9825,RU-Spet,30.3351,59.9343,344.0998982,0.0883177,N
RU-Spet,30.3351,59.9343,LT-Birz,24.6141,55.9825,344.0998982,0.0883177,N
IT-Abru,13.9275,42.4576,PL-Bory,17.563,53.8112,802.0664045,0.0882397,N
PL-Bory,17.563,53.8112,IT-Abru,13.9275,42.4576,802.0664045,0.0882397,N
LT-Luk,26.2019,55.8502,Sl-Odo,14.028,45.5942,883.879499,0.0880822,N
Sl-Odo,14.028,45.5942,LT-Luk,26.2019,55.8502,883.879499,0.0880822,N
PL-Wielk,17.09,52.2468,Sl-Glaz,14.686,45.6713,467.2594743,0.088055,N
Sl-Glaz,14.686,45.6713,PL-Wielk,17.09,52.2468,467.2594743,0.088055,N
ES-Cat,2.3912,41.7856,RS,20.4076,44.7317,927.2507775,0.0880018,N
RS,20.4076,44.7317,ES-Cat,2.3912,41.7856,927.2507775,0.0880018,N
PL-Bies,22.5089,49.3556,PL-Hack,23.1793,52.8344,242.1645782,0.0879269,NS
PL-Hack,23.1793,52.8344,PL-Bies,22.5089,49.3556,242.1645782,0.0879269,NS
PL-Sier,17.474509,54.09711,PL-Wielk,17.09,52.2468,128.8590638,0.0879233,SN
PL-Wielk,17.09,52.2468,PL-Sier,17.474509,54.09711,128.8590638,0.0879233,NS
EN-Suff,0.5151,52.3476,PL-Bory,17.563,53.8112,713.1376986,0.0878463,N
PL-Bory,17.563,53.8112,EN-Suff,0.5151,52.3476,713.1376986,0.0878463,N
EN-Suff,0.5151,52.3476,PL-Bial,23.8346,52.7232,976.3205078,0.0877944,N
PL-Bial,23.8346,52.7232,EN-Suff,0.5151,52.3476,976.3205078,0.0877944,N
LT-Petk,24.834829,54.657314,PL-Hack,23.1793,52.8344,142.9875345,0.0877563,NS
PL-Hack,23.1793,52.8344,LT-Petk,24.834829,54.657314,142.9875345,0.0877563,N
PL-Olk,19.576457,50.216353,PL-Bies,22.5089,49.3556,143.7171711,0.0877493,SS
PL-Bies,22.5089,49.3556,PL-Olk,19.576457,50.216353,143.7171711,0.0877493,NS
PL-Swie,20.926346,50.895887,PL-Bies,22.5089,49.3556,127.4570605,0.0876884,SS
PL-Bies,22.5089,49.3556,PL-Swie,20.926346,50.895887,127.4570605,0.0876884,NS
GR-Mac,22.4511,40.9469,PL-Bory,17.563,53.8112,917.4281877,0.0875143,N
PL-Bory,17.563,53.8112,GR-Mac,22.4511,40.9469,917.4281877,0.0875143,N
DE-Hors,9.6201,53.8072,LT-Birz,24.6141,55.9825,613.2197807,0.0875071,N
LT-Birz,24.6141,55.9825,DE-Hors,9.6201,53.8072,613.2197807,0.0875071,N
DE-Leis,12.9285,51.1577,LT-Birz,24.6141,55.9825,582.8901997,0.0874874,N
LT-Birz,24.6141,55.9825,DE-Leis,12.9285,51.1577,582.8901997,0.0874874,N
FR-Clermont,3.0321,46.0811,Sl-Odo,14.028,45.5942,530.0653164,0.0874694,N
Sl-Odo,14.028,45.5942,FR-Clermont,3.0321,46.0811,530.0653164,0.0874694,N
PL-JDru,19.415628,54.127153,Sl-Odo,14.028,45.5942,636.2156621,0.0873239,SN
Sl-Odo,14.028,45.5942,PL-JDru,19.415628,54.127153,636.2156621,0.0873239,NS
LT-Juod,21.1087,55.5198,LT-Nem,23.9971,54.5886,131.1892129,0.0873146,N
LT-Nem,23.9971,54.5886,LT-Juod,21.1087,55.5198,131.1892129,0.0873146,N
LT-Luk,26.2019,55.8502,PL-JDru,19.415628,54.127153,294.08368,0.0871116,NS
PL-JDru,19.415628,54.127153,LT-Luk,26.2019,55.8502,294.08368,0.0871116,NS
FR-Ser,2.3373,45.3602,PL-Wielk,17.09,52.2468,820.5736524,0.0868869,N
PL-Wielk,17.09,52.2468,FR-Ser,2.3373,45.3602,820.5736524,0.0868869,N
FR-Clermont,3.0321,46.0811,LT-Birz,24.6141,55.9825,1153.043975,0.0868649,N
LT-Birz,24.6141,55.9825,FR-Clermont,3.0321,46.0811,1153.043975,0.0868649,N
MK-Pel,21.1844,41.0033,PL-Bies,22.5089,49.3556,580.7807142,0.0868435,NS
PL-Bies,22.5089,49.3556,MK-Pel,21.1844,41.0033,580.7807142,0.0868435,NS
LT-Birz,24.6141,55.9825,PL-Bob,16.567544,53.923758,349.3174429,0.0868337,NS
PL-Bob,16.567544,53.923758,LT-Birz,24.6141,55.9825,349.3174429,0.0868337,NS
DE-Brem,8.5809,53.5396,LT-Birz,24.6141,55.9825,659.55507,0.08674,N
LT-Birz,24.6141,55.9825,DE-Brem,8.5809,53.5396,659.55507,0.08674,N
PL-Wielk,17.09,52.2468,RO-Rete,22.9043,45.3707,543.4964663,0.0866859,N
RO-Rete,22.9043,45.3707,PL-Wielk,17.09,52.2468,543.4964663,0.0866859,N
LT-Petk,24.834829,54.657314,SK-Bies,22.4522,49.37417,378.8526664,0.0866393,N
SK-Bies,22.4522,49.37417,LT-Petk,24.834829,54.657314,378.8526664,0.0866393,N
DE-Hors,9.6201,53.8072,FR-Clermont,3.0321,46.0811,608.4349546,0.0864683,N
FR-Clermont,3.0321,46.0811,DE-Hors,9.6201,53.8072,608.4349546,0.0864683,N
DE-Rech,13.7373,51.0504,Sl-Odo,14.028,45.5942,377.3032903,0.0864681,N
Sl-Odo,14.028,45.5942,DE-Rech,13.7373,51.0504,377.3032903,0.0864681,N
DE-Gota,10.7183,50.9489,PL-Wielk,17.09,52.2468,287.743449,0.0862929,N
PL-Wielk,17.09,52.2468,DE-Gota,10.7183,50.9489,287.743449,0.0862929,N
LT-Petk,24.834829,54.657314,PL-Olk,19.576457,50.216353,378.2859533,0.0861655,NS
PL-Olk,19.576457,50.216353,LT-Petk,24.834829,54.657314,378.2859533,0.0861655,NS
DE-Rech,13.7373,51.0504,PL-Bies,22.5089,49.3556,405.0089356,0.0861072,NS
PL-Bies,22.5089,49.3556,DE-Rech,13.7373,51.0504,405.0089356,0.0861072,NS
GR-Vern,20.7643,39.5706,PL-Bory,17.563,53.8112,995.5088583,0.0860461,N
PL-Bory,17.563,53.8112,GR-Vern,20.7643,39.5706,995.5088583,0.0860461,N
MK-Pel,21.1844,41.0033,PL-Wielk,17.09,52.2468,800.6119259,0.0860304,N
PL-Wielk,17.09,52.2468,MK-Pel,21.1844,41.0033,800.6119259,0.0860304,N
LT-Nem,23.9971,54.5886,RU-Spet,30.3351,59.9343,438.4215463,0.0859723,N
RU-Spet,30.3351,59.9343,LT-Nem,23.9971,54.5886,438.4215463,0.0859723,N
